,Area,Room,Parking,Warehouse,Elevator,Price,Latitude,Longitude
36,55.0,1,True,True,True,2150000000.0,32.66367,-116.27363
37,110.0,2,True,True,True,3750000000.0,32.66367,-116.27363
38,129.0,2,True,True,True,5250000000.0,32.66367,-116.27363
39,109.0,2,True,True,True,4830000000.0,32.66367,-116.27363
40,58.0,1,True,True,True,3400000000.0,29.4972462,52.2458117
41,55.0,1,True,True,True,3850000000.0,29.4972462,52.2458117
42,150.0,2,False,True,True,1200000000.0,35.7749162,51.3102689
43,60.0,2,True,True,True,2650000000.0,0.0,0.0
44,130.0,3,True,True,False,5000000000.0,36.6327956,51.4067749
45,88.0,2,True,True,True,4750000000.0,35.7364739,51.3771485
46,51.0,1,True,True,True,2980000000.0,35.7364739,51.3771485
47,113.0,3,True,True,False,7000000000.0,36.06,14.20889
48,110.0,2,True,True,True,2035000000.0,35.5989911,51.4357865
49,60.0,1,True,True,True,2460000000.0,33.0584592,59.4050445
50,98.0,2,True,True,True,540000000.0,35.7371227,51.8172149
51,62.0,2,False,False,True,1450000000.0,35.7001565,51.3447089
52,150.0,3,True,True,True,10000000000.0,35.7961378,51.4710658
53,75.0,2,False,False,False,635000000.0,35.477882,50.9469189
54,61.0,1,True,True,False,2030000000.0,35.7675414,51.3303867
55,61.0,1,True,True,False,2030000000.0,35.7675414,51.3303867
56,72.0,2,True,True,True,2350000000.0,35.6737039,51.520322
57,100.0,2,True,True,True,3000000000.0,29.6555,52.4791
58,122.0,3,True,True,True,7200000000.0,0.0,0.0
59,215.0,3,True,True,True,1750000000.0,35.4784573,51.6824624
60,101.0,2,True,True,True,3300000000.0,35.5527757,53.4048474
61,67.0,2,True,True,True,2800000000.0,35.7675414,51.3303867
62,72.0,2,True,True,False,2200000000.0,35.7675414,51.3303867
63,63.0,1,True,True,False,2200000000.0,35.7675414,51.3303867
64,75.0,2,True,True,False,2200000000.0,35.7675414,51.3303867
65,109.0,2,True,True,True,3500000000.0,35.6737039,51.520322
66,122.0,2,True,True,True,7000000000.0,0.0,0.0
67,70.0,1,True,True,True,3100000000.0,35.7592656,51.3042107
68,60.0,1,True,True,True,2450000000.0,32.66367,-116.27363
69,53.0,1,True,True,False,1920000000.0,38.029001,46.3738221
70,90.0,1,False,True,False,850000000.0,35.4967354,51.6598481
71,72.0,2,True,True,True,1650000000.0,35.6781799,51.400731
72,74.0,2,True,True,True,1700000000.0,35.6781799,51.400731
73,88.0,3,False,False,True,560000000.0,35.477882,50.9469189
74,63.0,1,True,True,True,2150000000.0,35.7675414,51.3303867
75,114.0,3,True,True,True,5500000000.0,38.8318382,45.0341422
76,151.0,3,True,True,True,10200000000.0,29.4972462,52.2458117
77,42.0,1,True,False,True,1760000000.0,35.6737039,51.520322
78,74.0,2,True,True,True,1700000000.0,35.6781799,51.400731
79,88.0,3,False,False,True,560000000.0,35.477882,50.9469189
80,63.0,1,True,True,True,2150000000.0,35.7675414,51.3303867
81,114.0,3,True,True,True,5500000000.0,38.8318382,45.0341422
82,151.0,3,True,True,True,10200000000.0,29.4972462,52.2458117
83,42.0,1,True,False,True,1760000000.0,35.6737039,51.520322
84,300.0,3,True,True,False,1500000000.0,37.7095339,45.0916366
85,110.0,2,True,True,True,3730000000.0,32.66367,-116.27363
86,100.0,2,False,False,False,620000000.0,35.7749162,51.3102689
87,140.0,1,False,False,False,580000000.0,32.6941276,51.6601568
88,70.0,2,True,True,True,3050000000.0,0.0,0.0
89,60.0,2,True,True,False,2000000000.0,32.66367,-116.27363
90,76.0,2,True,True,True,2600000000.0,0.0,0.0
91,148.0,3,True,True,True,5990000000.0,62.0,10.0
92,75.0,2,True,True,True,2300000000.0,0.0,0.0
93,40.0,1,True,True,False,1300000000.0,33.890332,48.7627407
94,65.0,2,True,True,True,2270000000.0,0.0,0.0
95,140.0,3,True,True,True,4000000000.0,0.0,0.0
96,110.0,2,True,True,True,4000000000.0,37.77306,42.09083
97,70.0,2,True,False,True,1650000000.0,35.6523159,51.4930224
98,128.0,3,True,True,True,6700000000.0,38.044412,46.4018738
99,94.0,2,True,True,True,580000000.0,35.477882,50.9469189
100,67.0,1,True,True,True,2300000000.0,35.7675414,51.3303867
101,75.0,1,True,True,True,650000000.0,35.7749162,51.3102689
102,130.0,2,True,True,True,16900000000.0,0.0,0.0
103,40.0,0,False,False,False,248000000.0,35.7749162,51.3102689
104,97.0,2,True,True,True,510000000.0,35.7371227,51.8172149
105,110.0,2,True,True,True,3850000000.0,35.6737039,51.520322
106,150.0,3,True,True,True,6000000000.0,35.6375846,51.3504511
107,75.0,2,False,False,False,780000000.0,35.6067482,51.3100612
108,137.0,3,True,True,True,7200000000.0,36.6327956,51.4067749
109,85.0,2,True,True,True,410000000.0,35.477882,50.9469189
110,68.0,2,False,True,False,430000000.0,35.4784573,51.6824624
111,78.0,2,False,True,False,800000000.0,35.5338489,51.4053842
112,85.0,2,True,True,True,545000000.0,35.477882,50.9469189
113,100.0,2,True,True,False,1280000000.0,35.477882,50.9469189
114,71.0,2,True,True,True,2800000000.0,35.7675414,51.3303867
115,140.0,3,True,True,True,11200000000.0,35.7364739,51.3771485
116,136.0,3,True,True,False,750000000.0,35.477882,50.9469189
117,48.0,1,False,False,False,850000000.0,37.3024146,49.5496873
118,100.0,2,True,True,True,3300000000.0,35.7770552,51.5021499
119,82.0,2,True,False,True,3280000000.0,29.9642239,52.8529862
120,120.0,3,True,True,True,4800000000.0,35.7184219,51.3895614
121,139.0,3,True,True,True,7300000000.0,35.7364739,51.3771485
122,110.0,3,True,True,True,3950000000.0,33.992791,51.4274779
123,78.0,2,False,False,True,370000000.0,35.477882,50.9469189
124,79.0,2,False,False,False,750000000.0,37.7095339,45.0916366
125,66.0,2,True,True,True,1725000000.0,30.2687508,57.1051311
126,78.0,2,True,True,True,780000000.0,35.517323,51.3618852
127,85.0,2,True,True,True,1419000000.0,32.6941276,51.6601568
128,100.0,2,True,True,False,1200000000.0,35.4421824,51.5697005
129,80.0,2,True,True,True,3600000000.0,0.0,0.0
130,44.0,1,True,True,False,1050000000.0,30.2687508,57.1051311
131,120.0,2,True,True,False,1200000000.0,32.6941276,51.6601568
132,50.0,1,False,True,False,340000000.0,35.7749162,51.3102689
133,121.0,3,True,True,False,3300000000.0,35.7001565,51.3447089
134,80.0,2,True,True,True,2800000000.0,37.0,46.0
135,70.0,2,False,True,True,1200000000.0,36.4040024,59.6084489
136,160.0,1,False,False,False,3600000.0,35.4421824,51.5697005
137,40.0,0,False,False,False,165000000.0,35.4784573,51.6824624
138,88.0,2,True,True,True,2860000000.0,35.5527757,53.4048474
139,141.0,3,True,True,True,3810000000.0,-1.91667,31.25
140,140.0,3,True,True,True,1790000000.0,-1.91667,31.25
141,120.0,2,True,True,True,1530000000.0,-1.91667,31.25
142,66.0,2,False,True,False,1000000000.0,29.8478996,52.9763454
143,70.0,2,True,True,True,3500000000.0,35.7675414,51.3303867
144,75.0,2,True,False,True,3000000000.0,35.7264682,51.4502086
145,70.0,2,False,True,True,1800000000.0,35.7412446,51.5092195
146,150.0,3,True,True,True,20000000000.0,29.4972462,52.2458117
147,95.0,2,True,True,True,950000000.0,37.1984436,55.070672
148,127.0,2,True,True,True,6000000000.0,0.0,0.0
149,123.0,3,True,True,True,3700000000.0,27.35134,35.69014
150,63.0,2,True,True,True,2000000000.0,0.0,0.0
151,90.0,2,True,True,True,3050000000.0,35.7675414,51.3303867
152,105.0,2,True,True,True,605000000.0,35.7371227,51.8172149
153,180.0,3,True,True,True,9900000000.0,29.6261456,52.4827192
154,120.0,3,True,False,True,3700000000.0,33.890332,48.7627407
155,65.0,2,True,True,True,2500000000.0,45.7747,-86.5507
156,158.0,3,True,True,True,10480000000.0,35.7961378,51.4710658
157,144.0,3,True,True,True,7632000000.0,0.0,0.0
158,144.0,3,True,True,True,7632000000.0,35.7675414,51.3303867
159,130.0,3,True,True,True,12300000000.0,0.0,0.0
160,245.0,3,True,True,True,26950000000.0,35.7961378,51.4710658
161,190.0,3,True,True,True,24300000000.0,28.9161336,58.6730215
162,63.0,2,True,True,True,3000000000.0,35.7592656,51.3042107
163,75.0,2,True,True,True,2100000000.0,38.029001,46.3738221
164,88.0,2,True,False,True,4700000000.0,35.7728779,51.4381024
165,108.0,2,True,True,True,9180000000.0,29.6261456,52.4827192
166,117.0,2,True,True,True,1579500000.0,35.5478513,51.2318676
167,200.0,3,True,True,True,12000000000.0,29.6261456,52.4827192
168,65.0,1,True,True,False,1750000000.0,33.890332,48.7627407
169,90.0,2,True,True,True,3780000000.0,35.7592656,51.3042107
170,125.0,2,True,True,True,8100000000.0,35.7720416,51.4731866
171,140.0,3,True,True,True,9100000000.0,35.7720416,51.4731866
172,71.0,2,False,True,True,1550000000.0,35.6846963,51.3593942
173,71.0,2,False,True,True,1640000000.0,37.3024146,49.5496873
174,236.0,4,True,True,True,20000000000.0,0.0,0.0
175,67.0,2,True,True,True,2750000000.0,35.7592656,51.3042107
176,60.0,1,True,True,True,1750000000.0,35.7675414,51.3303867
177,220.0,3,True,True,True,15400000000.0,35.7720416,51.4731866
178,44.0,1,True,True,False,350000000.0,33.468304,50.2491691
179,68.0,1,True,True,True,4115000000.0,35.7720416,51.4731866
180,100.0,2,True,True,True,8000000000.0,29.6261456,52.4827192
181,86.0,2,True,True,True,580000000.0,35.7371227,51.8172149
182,84.0,2,True,True,True,560000000.0,35.7371227,51.8172149
183,94.0,2,True,True,True,4800000000.0,35.7720416,51.4731866
184,55.0,1,False,True,False,1550000000.0,32.66367,-116.27363
185,113.0,2,True,True,True,7500000000.0,29.4972462,52.2458117
186,71.0,2,True,True,True,630000000.0,35.5478513,51.2318676
187,70.0,2,True,True,False,2000000000.0,0.0,0.0
188,200.0,3,True,True,True,2400000000.0,37.1984436,55.070672
189,106.0,2,True,True,True,1100000000.0,37.1984436,55.070672
190,320.0,4,True,True,True,24000000000.0,29.4972462,52.2458117
191,114.0,2,True,True,True,3820000000.0,37.77306,42.09083
192,100.0,2,True,True,True,6000000000.0,35.7675414,51.3303867
193,122.0,2,True,True,True,5800000000.0,29.4972462,52.2458117
194,200.0,2,True,True,False,3500000000.0,35.9549208,52.1096123
195,154.0,3,True,True,True,12300000000.0,29.4972462,52.2458117
196,210.0,3,True,True,True,15750000000.0,29.6261456,52.4827192
197,200.0,3,True,True,True,11000000000.0,38.029001,46.3738221
198,65.0,1,True,True,True,3000000000.0,0.0,0.0
199,124.0,3,True,True,True,3968000000.0,33.890332,48.7627407
200,83.0,2,True,True,True,1909000000.0,43.308723,44.088177
201,270.0,4,True,True,True,37800000000.0,35.7961378,51.4710658
202,104.0,2,True,True,True,5700000000.0,38.029001,46.3738221
203,150.0,3,True,True,True,10490000000.0,35.8076813,51.4163789
204,103.0,3,True,True,True,3200000000.0,32.66367,-116.27363
205,48.0,1,True,True,True,1920000000.0,32.66367,-116.27363
206,165.0,3,True,True,True,12300000000.0,0.0,0.0
207,135.0,2,True,True,False,7400000000.0,0.0,0.0
208,86.0,2,True,True,True,6200000000.0,29.4972462,52.2458117
209,75.0,2,True,True,True,2350000000.0,38.029001,46.3738221
210,58.0,1,True,True,True,1850000000.0,38.029001,46.3738221
211,125.0,2,True,True,True,21500000000.0,36.06,14.20889
212,82.0,2,True,True,True,1886000000.0,13.00715,76.0962
213,58.0,2,True,True,True,2200000000.0,35.6737039,51.520322
214,101.0,2,True,True,True,2323000000.0,29.8478996,52.9763454
215,90.0,2,True,True,True,6800000000.0,35.8160561,51.4709472
216,180.0,3,True,True,True,20700000000.0,35.7961378,51.4710658
217,132.0,3,True,True,True,6250000000.0,0.0,0.0
218,81.0,2,True,True,True,1863000000.0,34.0336787,58.1879287
219,153.0,3,True,True,True,13000000000.0,29.6261456,52.4827192
220,166.0,3,True,True,True,12500000000.0,35.7898688,51.4424705
221,200.0,3,True,True,True,17000000000.0,29.6261456,52.4827192
222,113.0,2,True,True,True,8500000000.0,29.6261456,52.4827192
223,100.0,2,True,True,True,2300000000.0,34.0336787,58.1879287
224,80.0,2,True,True,True,3350000000.0,35.7592656,51.3042107
225,76.0,2,True,True,True,2000000000.0,37.3024146,49.5496873
226,128.0,3,True,True,True,5700000000.0,35.7675414,51.3303867
227,210.0,3,True,True,True,27000000000.0,36.06,14.20889
228,140.0,2,True,True,True,12600000000.0,36.06,14.20889
229,74.0,2,True,True,True,1702000000.0,35.6711496,51.4036211
230,75.0,1,True,True,True,3000000000.0,35.7592656,51.3042107
231,120.0,2,True,True,True,7500000000.0,29.6261456,52.4827192
232,120.0,2,True,True,True,7500000000.0,29.6261456,52.4827192
233,85.0,2,True,True,True,5000000000.0,35.7863456,51.4611775
234,105.0,2,True,True,True,700000000.0,35.7371227,51.8172149
235,175.0,3,True,True,True,15600000000.0,35.7961378,51.4710658
236,170.0,3,True,True,True,15350000000.0,35.7961378,51.4710658
237,58.0,1,True,True,True,2810000000.0,35.7069661,51.3056201
238,75.0,2,True,True,True,395000000.0,35.477882,50.9469189
239,160.0,3,True,True,True,15100000000.0,0.0,0.0
240,62.0,1,True,True,True,1850000000.0,35.6737039,51.520322
241,93.0,2,True,True,True,1450000000.0,0.0,0.0
242,75.0,2,True,True,True,715000000.0,35.5478513,51.2318676
243,86.0,2,True,True,False,1200000000.0,35.5478513,51.2318676
244,120.0,2,True,True,True,4260000000.0,0.0,0.0
245,95.0,2,True,True,True,1500000000.0,33.468304,50.2491691
246,70.0,2,True,True,False,2120000000.0,32.66367,-116.27363
247,75.0,2,True,True,False,2000000000.0,38.029001,46.3738221
248,81.0,2,True,False,True,590000000.0,35.7371227,51.8172149
249,65.0,1,True,True,False,1930000000.0,32.66367,-116.27363
250,75.0,2,True,True,True,2730000000.0,38.029001,46.3738221
251,106.0,2,True,True,False,3150000000.0,38.029001,46.3738221
252,115.0,2,True,True,True,4600000000.0,38.029001,46.3738221
253,100.0,2,True,True,True,3000000000.0,27.35134,35.69014
254,118.0,2,True,True,True,4500000000.0,38.029001,46.3738221
255,116.0,2,True,True,True,5100000000.0,38.029001,46.3738221
256,76.0,2,True,True,True,2200000000.0,27.35134,35.69014
257,74.0,2,True,True,False,2300000000.0,38.029001,46.3738221
258,96.0,2,True,True,True,4500000000.0,29.4972462,52.2458117
259,87.0,2,True,True,True,625000000.0,35.7371227,51.8172149
260,43.0,1,True,True,False,1620000000.0,0.0,0.0
261,155.0,3,True,True,True,17050000000.0,35.8160561,51.4709472
262,53.0,1,True,True,True,1920000000.0,38.029001,46.3738221
263,160.0,3,True,True,True,17600000000.0,35.7961378,51.4710658
264,78.0,2,True,True,True,2250000000.0,27.35134,35.69014
265,230.0,3,True,True,True,25300000000.0,35.8160561,51.4709472
266,55.0,1,True,True,True,1850000000.0,32.66367,-116.27363
267,120.0,2,True,True,False,11700000000.0,29.4972462,52.2458117
268,78.0,2,True,True,True,3600000000.0,0.0,0.0
269,95.0,2,True,True,True,4400000000.0,0.0,0.0
270,170.0,3,True,True,True,15400000000.0,0.0,0.0
271,175.0,3,True,True,True,22750000000.0,36.06,14.20889
272,115.0,3,True,True,True,4500000000.0,35.7675414,51.3303867
273,113.0,2,True,True,True,4300000000.0,35.7675414,51.3303867
274,85.0,2,True,True,True,3380000000.0,35.7675414,51.3303867
275,140.0,3,True,True,True,10000000000.0,29.4972462,52.2458117
276,90.0,2,True,True,True,6500000000.0,29.4972462,52.2458117
277,63.0,1,True,False,False,2200000000.0,35.7675414,51.3303867
278,75.0,2,True,True,True,3220000000.0,35.7592656,51.3042107
279,130.0,3,True,True,True,6240000000.0,35.7675414,51.3303867
280,91.0,2,True,True,True,3350000000.0,35.7675414,51.3303867
281,121.0,3,True,True,True,3650000000.0,-1.91667,31.25
282,140.0,3,True,True,True,15500000000.0,29.4972462,52.2458117
283,126.0,2,True,True,True,5500000000.0,38.029001,46.3738221
284,450.0,2,True,True,False,4200000000.0,35.6231852,52.1528132
285,500.0,2,True,True,False,3900000000.0,35.6231852,52.1528132
286,110.0,1,True,True,True,6600000000.0,29.6261456,52.4827192
287,145.0,3,True,True,True,4700000000.0,36.3208914,59.4957693
288,81.0,2,True,True,True,810000000.0,35.7749162,51.3102689
289,64.0,2,True,True,True,2200000000.0,27.35134,35.69014
290,112.0,2,True,True,True,3680000000.0,27.35134,35.69014
291,192.0,3,True,True,True,12670000000.0,38.044412,46.4018738
292,164.0,3,True,True,True,10000000000.0,38.044412,46.4018738
293,135.0,3,True,True,True,8100000000.0,29.6261456,52.4827192
294,170.0,3,True,True,True,9200000000.0,38.0494921,46.3551571
295,130.0,3,True,True,True,5200000000.0,38.0494921,46.3551571
296,84.0,2,True,True,True,3400000000.0,35.6737039,51.520322
297,82.0,2,True,True,True,3550000000.0,35.6737039,51.520322
298,265.0,3,True,True,True,20000000000.0,35.7961378,51.4710658
299,60.0,1,True,True,True,1950000000.0,0.0,0.0
300,145.0,3,True,True,True,15500000000.0,29.6261456,52.4827192
301,65.0,1,False,True,True,2000000000.0,0.0,0.0
302,60.0,1,True,True,False,2280000000.0,0.0,0.0
303,63.0,2,True,True,True,2000000000.0,0.0,0.0
304,70.0,2,True,True,True,1950000000.0,0.0,0.0
305,92.0,2,True,True,True,3900000000.0,45.7747,-86.5507
306,98.0,2,True,True,True,7800000000.0,29.6261456,52.4827192
307,62.0,1,True,True,True,2280000000.0,0.0,0.0
308,65.0,1,True,True,True,2900000000.0,35.7675414,51.3303867
309,90.0,2,True,True,True,5000000000.0,35.7947191,51.5006754
310,59.0,2,True,True,True,1900000000.0,0.0,0.0
311,63.0,2,True,True,True,2000000000.0,0.0,0.0
312,60.0,2,True,True,True,2200000000.0,0.0,0.0
313,70.0,2,True,True,True,2500000000.0,0.0,0.0
314,60.0,1,True,True,True,2200000000.0,0.0,0.0
315,165.0,3,True,True,True,10500000000.0,29.6261456,52.4827192
316,135.0,2,True,True,True,17500000000.0,35.8076813,51.4163789
317,65.0,1,True,True,True,2000000000.0,0.0,0.0
318,60.0,1,True,True,True,2250000000.0,0.0,0.0
319,60.0,1,True,True,True,2250000000.0,0.0,0.0
320,86.0,2,True,True,True,3600000000.0,0.0,0.0
321,109.0,2,True,True,True,6000000000.0,35.7720416,51.4731866
322,98.0,2,True,True,False,2842000000.0,34.0230481,58.1646077
323,80.0,2,True,True,True,3120000000.0,35.7592656,51.3042107
324,143.0,3,True,True,True,8860000000.0,0.0,0.0
325,95.0,2,True,True,True,4550000000.0,29.4972462,52.2458117
326,86.0,2,True,True,True,3700000000.0,35.7675414,51.3303867
327,160.0,3,True,True,True,10000000000.0,0.0,0.0
328,200.0,3,True,True,True,16580000000.0,29.6261456,52.4827192
329,74.0,1,True,True,True,3250000000.0,35.7675414,51.3303867
330,87.0,2,True,True,True,3550000000.0,0.0,0.0
331,82.0,2,True,True,True,3450000000.0,32.66367,-116.27363
332,55.0,1,True,True,True,2490000000.0,27.35134,35.69014
333,148.0,3,True,True,True,8400000000.0,35.7863456,51.4611775
334,55.0,1,True,False,True,2020000000.0,27.35134,35.69014
335,100.0,2,True,True,False,3800000000.0,0.0,0.0
336,55.0,1,False,True,False,1550000000.0,32.66367,-116.27363
337,130.0,3,True,True,True,5300000000.0,35.7592656,51.3042107
338,335.0,4,True,True,True,33500000000.0,29.4972462,52.2458117
339,320.0,4,True,True,True,40000000000.0,29.4972462,52.2458117
340,192.0,3,True,True,True,19500000000.0,29.4972462,52.2458117
341,100.0,2,True,True,True,8000000000.0,0.0,0.0
342,148.0,3,True,True,True,14800000000.0,29.4972462,52.2458117
343,145.0,2,True,True,True,14700000000.0,36.06,14.20889
344,192.0,4,True,True,True,22000000000.0,29.4972462,52.2458117
345,235.0,3,True,True,True,16450000000.0,0.0,0.0
346,225.0,3,True,True,True,15750000000.0,35.7720416,51.4731866
347,221.0,4,True,True,True,25000000000.0,29.4972462,52.2458117
348,188.0,3,True,True,True,17672000000.0,35.7947191,51.5006754
349,170.0,2,True,True,True,12400000000.0,35.7961378,51.4710658
350,198.0,3,True,True,True,27720000000.0,35.7961378,51.4710658
351,80.0,2,True,True,True,3100000000.0,0.0,0.0
352,170.0,3,True,True,True,18700000000.0,35.8160561,51.4709472
353,110.0,2,True,True,True,6600000000.0,35.8035771,51.428302
354,650.0,2,True,True,False,5200000000.0,35.6231852,52.1528132
355,200.0,3,True,True,True,12000000000.0,29.4972462,52.2458117
356,101.0,3,True,True,True,6500000000.0,35.7863456,51.4611775
357,104.0,2,True,True,True,3850000000.0,45.7747,-86.5507
358,70.0,2,True,True,True,3200000000.0,0.0,0.0
359,76.0,2,True,True,False,2570000000.0,27.35134,35.69014
360,110.0,2,True,True,True,4300000000.0,45.7747,-86.5507
361,160.0,2,True,True,True,16200000000.0,29.6261456,52.4827192
362,179.0,3,True,True,True,13800000000.0,0.0,0.0
363,256.0,3,True,True,True,18500000000.0,0.0,0.0
364,90.0,2,True,True,True,3850000000.0,45.7747,-86.5507
365,77.0,2,True,True,True,2570000000.0,27.35134,35.69014
366,96.0,2,True,True,True,5600000000.0,29.6261456,52.4827192
367,75.0,1,True,True,True,3250000000.0,35.7592656,51.3042107
368,79.0,2,True,True,True,3000000000.0,32.6251671,51.6826459
369,67.0,1,True,True,True,3400000000.0,29.4972462,52.2458117
370,125.0,2,True,True,True,6400000000.0,27.35134,35.69014
371,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
372,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
373,91.0,2,True,True,True,5400000000.0,29.4972462,52.2458117
374,105.0,2,True,True,True,1417500000.0,35.477882,50.9469189
375,66.0,2,True,True,True,1585000000.0,35.7001565,51.3447089
376,86.0,2,True,True,True,3270000000.0,0.0,0.0
377,72.0,2,True,True,False,2380000000.0,0.0,0.0
378,148.0,2,True,False,True,4500000000.0,35.8144372,51.4154622
379,84.0,2,True,True,True,4600000000.0,29.4972462,52.2458117
380,128.0,2,True,True,True,12800000000.0,35.8160561,51.4709472
381,65.0,1,True,True,True,3900000000.0,32.66367,-116.27363
382,140.0,3,True,True,True,11800000000.0,29.6261456,52.4827192
383,115.0,2,True,True,True,7400000000.0,35.7863456,51.4611775
384,105.0,2,True,True,True,5700000000.0,29.4972462,52.2458117
385,87.0,2,True,True,True,650000000.0,35.7371227,51.8172149
386,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
387,60.0,1,True,True,True,875000000.0,-1.91667,31.25
388,68.0,1,True,True,True,2630000000.0,0.0,0.0
389,49.0,1,True,True,True,2200000000.0,32.66367,-116.27363
390,103.0,2,True,True,True,9270000000.0,35.8008836,51.4459459
391,55.0,1,True,True,True,2200000000.0,32.66367,-116.27363
392,140.0,3,True,True,True,7700000000.0,35.7675414,51.3303867
393,257.0,4,True,True,True,12850000000.0,-1.91667,31.25
394,82.0,2,True,True,True,4018000000.0,35.7675414,51.3303867
395,167.0,3,True,True,True,10688000000.0,35.7675414,51.3303867
396,53.0,1,False,True,False,1640000000.0,32.66367,-116.27363
397,51.0,1,False,True,False,1550000000.0,32.66367,-116.27363
398,54.0,1,True,True,False,2130000000.0,32.66367,-116.27363
399,82.0,2,True,True,True,4100000000.0,38.8318382,45.0341422
400,75.0,2,True,True,True,2800000000.0,32.66367,-116.27363
401,98.0,2,True,True,True,4520000000.0,32.66367,-116.27363
402,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
403,70.0,1,True,True,True,5600000000.0,35.8160561,51.4709472
404,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
405,64.0,1,True,True,True,3700000000.0,35.7069661,51.3056201
406,85.0,2,True,True,True,2100000000.0,37.3024146,49.5496873
407,48.0,1,False,True,False,980000000.0,35.6883581,51.4837882
408,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
409,246.0,3,True,True,True,22500000000.0,35.7863456,51.4611775
410,168.0,3,True,True,True,14000000000.0,0.0,0.0
411,280.0,4,True,True,True,38500000000.0,29.4972462,52.2458117
412,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
413,84.0,2,True,True,True,680000000.0,35.7371227,51.8172149
414,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
415,108.0,2,True,True,True,5180000000.0,35.7364739,51.3771485
416,62.0,1,True,True,True,2580000000.0,27.35134,35.69014
417,70.0,2,True,True,True,3370000000.0,0.0,0.0
418,180.0,3,True,True,True,9900000000.0,29.6261456,52.4827192
419,135.0,3,True,True,True,6480000000.0,32.6251671,51.6826459
420,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
421,108.0,2,True,True,True,6200000000.0,35.7961378,51.4710658
422,91.0,2,True,True,True,5180000000.0,35.7863456,51.4611775
423,120.0,2,True,True,True,8900000000.0,0.0,0.0
424,112.0,2,True,True,False,7500000000.0,0.0,0.0
425,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
426,123.0,2,True,True,True,4059000000.0,33.890332,48.7627407
427,69.0,2,True,True,True,1800000000.0,33.890332,48.7627407
428,66.0,1,True,False,True,1850000000.0,33.890332,48.7627407
429,80.0,2,True,True,True,2150000000.0,35.7001565,51.3447089
430,44.0,1,True,True,False,880000000.0,33.890332,48.7627407
431,180.0,3,True,True,True,9360000000.0,38.029001,46.3738221
432,164.0,3,True,True,True,9840000000.0,38.029001,46.3738221
433,213.0,3,True,True,True,14484000000.0,38.029001,46.3738221
434,100.0,2,True,True,True,3400000000.0,27.35134,35.69014
435,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
436,126.0,3,True,True,True,3000000000.0,35.7001565,51.3447089
